n;30%;50%;70%
10;0.2223400049842894;0.37824001046828926;0.4980200028512627
12;0.7035199960228056;0.5942199903074652;1.1351199937053025
14;1.0914400045294315;1.5225799987092614;2.7461999969091266
16;1.6906400036532432;3.403540002182126;3.5353200044482946
18;2.6590000081341714;4.5705400058068335;6.521359994076192
20;4.95481999241747;8.22993999463506;10.603979998268187
22;7.176740001887083;20.79900000244379;18.49320000037551
24;11.592819984070957;18.694400001550093;25.067040004068986
26;17.973479989450425;28.0666199978441;42.276300000958145
28;27.894100005505607;44.37076000031084;57.05593999591656
30;37.824820005334914;58.846999995876104;79.19127999339253
32;46.168960008071736;81.76483999704942;109.14898000191897
34;69.43209999590181;99.45072000846267;120.81794001278467
36;84.65632000006735;146.90603999770246;176.58710000105202
38;108.93438000348397;168.48202000255696;203.6546399933286
40;137.9828599980101;232.73717999691144;301.5381799894385
42;172.29638000717387;270.0492200034205;352.47802000376396
44;224.4056400086265;358.5278599988669;481.98142000474036
46;286.6306999931112;452.8478000080213;562.0149800030049
48;320.6041200028267;562.2199999925215;718.417760002194
50;415.7781999965664;636.6907200019341;826.0848600009922
